exchange_nr,source,company,means_of_exchange,ship_captain,orig_date_src,orig_yr,orig_date,orig_exact_date_yn,orig_loc_port_arch,orig_loc_region_arch,orig_loc_port_modern,orig_loc_region_modern,orig_loc_lat,orig_loc_long,dest_date_src,dest_yr,dest_date,dest_exact_date_yn,dest_loc_port_arch,dest_loc_region_arch,dest_loc_port,dest_loc_region,dest_loc_lat,dest_loc_long,textile_quantity,textile_unit,els_per_ps,supplier,textile_category,textile_subcategory,textile_name,textile_modifier_fulltext,textile_color_arch,textile_color_inf,textile_pattern_arch,textile_process_arch,textile_fiber_arch,textile_geography_arch,textile_quality_arch,textile_other_unknown_arch,textile_quality_inferred,ship_doc_total_arch,shipment_total_value,shipment_currency,total_value_guldens,total_value_stuivers,total_value_penningen,total_value_currency,total_value_other,ps_value_gulden,ps_value_stuivers,ps_value_penningen,ps_value_currency,additional_text_from_doc,notes_other,headerexplanations,httpsdocsgooglecomdocumentd1wnak,total_value_dutch_gulders
2001890,bgb_16161,VOC,Raadhuis van Vlissingen,"NA",das,1721,1721-02-15,y,Zeeland,Dutch Republic,Middelburg,Netherlands,"NA","NA",doc,1722,1722-03-15,y,Batavia,Batavia,Jakarta,"Java, Indonesia","NA","NA",100.00,lb,"NA","NA","NA","NA",kardoesgaren,-,"NA","NA","NA","NA","NA","NA","NA","NA","NA","163982,12,8","163982,12,8",Indian Guilders,100,0,0,Dutch Guilders,"NA","NA","NA","NA","NA","NA",DAS voyage 2456.3,"NA","NA",100
1000168,WIC_1.05.01.02_1304_276-278,WIC,Beekestijn,Dirk de Wolff,HdH,1723,1723-01-07,n,Amsterdam,"NA",Texel,Netherlands,"NA","NA",sv,1723,1723-04-23,"NA",Angola,"NA","NA","NA","NA","NA",3550.00,ps,"NA",Van de Buys (?),"NA","NA",annebassen,idem [i.E. Hannebassen],"NA","NA","NA","NA","NA","NA","NA","NA","NA","40931,19,0","40931,19,0",guilders,2174,0,0,guilders,"NA",0,12.25,0,guilders,"NA",Price per piece,"NA","NA",2174
11263,WIC_1.05.01.02_1302_369-371,WIC,Rusthof,Jan Fonsburgh,hdh,1721,"NA",n,"NA","NA",Vlissingen,Netherlands,"NA","NA",est,1721,"NA",n,Angola,"NA",Luanda,Angola,"NA","NA",156.50,ps,"NA",Jacob van Hoorn,"NA","NA",laken,"""root""",red,"NA","NA","NA","NA","NA","NA","NA","NA","48000,0,0","98000,0,0",guilders,606,9,0,guilders,"NA",3.880000114,0,0,guilders,"NA","NA","NA","NA",606.45
11185,WIC_1.05.01.02_1302_230-231,WIC,Nieuwe Hartloper,Gerrit Jansz,hdh,1721,1721-2-19,y,"NA","NA",Texel,Netherlands,"NA","NA",est,n/a,"NA",n,Arguin,"NA",Arguin,Mauritania,"NA","NA",1.00,ps,"NA",Moses Daniel,"NA","NA",caffa,"""caffa bengale""","NA","NA","NA","NA","NA",Bengal,"NA","NA","NA","24342,18,0","24342,18,0",guilders,17,10,0,guilders,"NA",17,10,0,guilders,"NA","NA","NA","NA",17.5
1000130,WIC_1.05.01.02_1304_256-529,WIC,Emmenes,Gerret d' Haan,HdH,1723,1723-01-08,n,Stad en Lande,"NA",Texel,Netherlands,"NA","NA",HdH,1724,"NA","NA","NA",Guinea,"NA","NA","NA","NA",200.00,ps,"NA",VOC,"NA","NA",nickanees,nuaneesen,"NA","NA","NA","NA","NA","NA","NA","NA","NA","51476,17,0","87039,30,18",guilders,1025,0,0,guilders,"NA",5125,0,0,guilders,"NA",Price per piece,"NA","NA",1025
11172,WIC_1.05.01.02_1302_225-227,WIC,Sem Galey,Jan Andries,hdh,1721,1721-2-19,y,"NA","NA",Texel,Netherlands,"NA","NA",est,1721,"NA",n,Elmina,"NA",Elmina,Ghana,"NA","NA",200.00,ps,"NA",Albertus Homoet,"NA","NA",annebassen,"""dubbelde""","NA","NA","NA","NA","NA","NA","NA",double,"NA","53374,2,0","53374,2,0",guilders,297,10,0,guilders,"NA",0,29.75,0,guilders,"NA","NA","NA","NA",297.5
1000096,WIC_1.05.01.02_1304_214-217,WIC,Duijnbeek,Andries Walle,arch,1722,1722-03-03,n,Zeeland,"NA",Vlissingen,Netherlands,"NA","NA","NA",Shipwrecked,"NA","NA",Angola,"NA",Luanda,Angola,"NA","NA",50.00,ps,"NA",Compagnie Packhuys,"NA","NA",chintz,Schitsen,"NA","NA","NA","NA","NA","NA","NA","NA","NA","37000,0,0","71000,0,0",guilders,500,0,0,guilders,"NA",10,0,0,guilders,Schitsen a 4 a 25@,Price per piece,"NA","NA",500
11286,WIC_1.05.01.02_1302_399-400,WIC,Petronella Alida,Ijff Jansz van Lidt,hdh,1721,1721-8-20,y,"NA","NA",Texel,Netherlands,"NA","NA",est,1721,1721-12-28,y,"Elmina, Ardra, Suriname","NA",Elmina,Ghana,"NA","NA",24.00,ps,40.7,Nicolaes Dirck,"NA","NA",atlassen,"""gebloemde atlassen met banded houdenden""","NA","NA",flowered,"NA","NA","NA","NA",banden houdende,"NA","29190,0,0","34232,5,0",guilders,829,12,0,guilders,"NA",0,17,0,guilders,modifers unknown,"NA","NA","NA",829.6
11017,WIC_1.05.01.02_1303_245-248,WIC,Nieuwenhoven,Aernout Steenhart,arch,1721,1721-12-15,y,"NA","NA",Vlissingen,Netherlands,"NA","NA",est,1722,"NA",y,Elmina,"NA",Elmina,Ghana,"NA","NA",60.00,ps,"NA",Kamer Amsterdam,"NA","NA",cleeden,dobbele tonen kleed,"NA","NA","NA","NA","NA","NA","NA","double, tooren","NA","44000,0,0","44000,0,0",guilders,144,0,0,guilders,"NA",0,48,0,guilders,"NA","not sure what ""dobbele tonen kleed"" means; Agio [update: I should go back and look at this because it probably says ""toren"", not tonen--see examples below)","NA","NA",144
11111,WIC_1.05.01.02_1303_336-337,WIC,Vlissingen,Jacob van Stolk,hdh,1722,1722-11-30,n,"NA","NA",Texel,Netherlands,"NA","NA",est,1723,"NA",n,Arguin,"NA",Arguin,Mauritania,"NA","NA",2.00,ps,"NA",Joost Wilkens,"NA","NA",salempores,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","14823,1,8","14823,1,8",guilders,24,0,0,guilders,"NA",12,0,0,guilders,"NA","NA","NA","NA",24
1000220,WIC_1.05.01.02_1304_375-376,WIC,Leusden,Pieter Ras,HdH,1723,1723-08-20,n,Amsterdam,"NA",Texel,Netherlands,"NA","NA",sv,1723,1723-10-15,"NA",Elmina,Guinea,Elmina,Ghana,"NA","NA",45.00,ps,"NA",Van der Vinne,"NA","NA",graatjes,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","29665,5,0","73419,2,0",guilders,315,0,0,guilders,"NA",7,0,0,guilders,"NA",Price per piece,HdH 73420,"NA",315
11151,WIC_1.05.01.02_1302_225-227,WIC,Sem Galey,Jan Andries,hdh,1721,1721-2-19,y,"NA","NA",Texel,Netherlands,"NA","NA",est,1721,"NA",n,Elmina,"NA",Elmina,Ghana,"NA","NA",1000.00,ps,12,"Simpson en Hinderson, Eelbo en Charon","NA","NA",perpetuanen,"""smalle blauweâ€¦met ververn"" (& persen?)",blue,"NA",narrow,verven en persen,"NA","NA","NA","NA","NA","53374,2,0","53374,2,0",guilders,3850,0,0,guilders,"NA",3,17,0,guilders,calculated colors separately,"NA","NA","NA",3850
1000200,WIC_1.05.01.02_1304_330-333,WIC,Vrijehijdt,Jannes Brouwer,arch,1723,1723-05-13,y,Noorderkwartier,"NA",Texel,Netherlands,"NA","NA",sv,1723,1723-08-20,"NA",Elmina and Angola,"NA",Elmina,Ghana,"NA","NA",150.00,ps,"NA",Gerrid Engsten,"NA","NA",taffachelas,Tafelschellen,"NA","NA","NA","NA","NA","NA","NA","NA","NA","33414,12,8","33414,12,8",guilders,71,15,0,guilders,"NA",0,9.5,0,guilders,"NA",Price per piece,HdH 33410,"NA",71.75
11130,WIC_1.05.01.02_1302_220-221,WIC,Vrijhijt,Stoffes Buttes,hdh/jp,1721,1721-2-19,y,"NA","NA",Texel,Netherlands,"NA","NA",est,1721,"NA",n,Elmina,"NA",Elmina,Ghana,"NA","NA",180.00,ps,"NA",Graterivre van d: Vinne,"NA","NA",caffa,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","27058,2,0","54512,8,0",guilders,1660,0,0,guilders,"NA",9.5,0,0,guilders,"NA","NA","NA","NA",1660
11222,WIC_1.05.01.02_1302_256-258,WIC,Emmenes,Simonse Valk,hdh,1721,1721-2-19,y,"NA","NA",Texel,Netherlands,"NA","NA",est,1721,"NA",n,Guinea Coast,"NA",Elmina,Ghana,"NA","NA",100.00,ps,1225 (total el),N. & W. Hartog,"NA","NA",lhymenias,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","49037,10,0","78577,4,0",guilders,576,1,0,guilders,"NA",0,9,0,guilders,"this doc says Guinea Coast, whereas the other says Ardra. Are they going to two different places in West Africa or the same? The documents list different commodities, totals, etc., so it seems they were bound for different places. Unhelpfully, both HdH and JP both say ""Slave Coast"" as teh African destination, before it heads to Suriname. Because this doc says it is in the care of DG Willem Butler, I am entering in Elmina. But now I see the other doc says the same. Still keeping it. Also, this is per el, not per peice.","NA","NA","NA",576.05
1000131,WIC_1.05.01.02_1304_256-529,WIC,Emmenes,Gerret d' Haan,HdH,1723,1723-01-08,n,Stad en Lande,"NA",Texel,Netherlands,"NA","NA",HdH,1724,"NA","NA","NA",Guinea,"NA","NA","NA","NA",250.00,ps,"NA",Van Voorn & Knooter,"NA","NA",blankets,Lijdse Deekens,"NA","NA","NA","NA","NA",Leiden,"NA","NA","NA","51476,17,0","87039,30,18",guilders,1000,0,0,guilders,"NA",4,0,0,guilders,"NA",Price per piece,"NA","NA",1000
2001865,bgb_16145,VOC,Schonenberg,"NA",das,1721,1721-12-15,y,Amsterdam,Dutch Republic,Amsterdam,Netherlands,"NA","NA",doc,1722,1722-07-21,y,Batavia,Batavia,Jakarta,"Java, Indonesia","NA","NA",48.00,ps,"NA","NA","NA","NA",everdoek,wit breed,"NA","NA","NA","NA","NA","NA","NA","NA","NA","280237,19","280237,19",Indian Guilders,2548,8,0,Dutch Guilders,"NA","NA","NA","NA","NA","NA",DAS voyage 2476.2,"NA","NA",2548.4
11062,WIC_1.05.01.02_1303_255-256,WIC,Amsterdam,Laurens Poort,arch,1721,1721-12-21,y,"NA","NA",Texel,Netherlands,"NA","NA",est,1722,"NA",n,Elmina,"NA",Elmina,Ghana,"NA","NA",12000.00,ps,"NA",Jannetje Witsen,"NA","NA",slaaplakens,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","43693,2,0","45600, 6, 0",guilders,8554,16,0,guilders,"NA",0,14.25,0,guilders,"NA","NA","NA","NA",8554.8
1000211,WIC_1.05.01.02_1304_361-363,WIC,Geertruijt Galeij,Marten Steencroes,HdH,1723,1723-07-08,n,Amsterdam,"NA",Texel,Netherlands,"NA","NA",HdH,1724,1724-06-05,"NA",Arguin,"NA",Arguin,Mauritania,"NA","NA",32.00,ps,"NA",Joost Wilkens,"NA","NA",lacken,Scharlaken,"NA","NA","NA","NA","NA","NA","NA","NA","NA","21066,11,0","21066,11,0",guilders,86,8,0,guilders,"NA","NA",54,0,guilders,"Title of entry is: Lakens & Sayen - with 3 entries, I think the first two might be Lakens and the last one Sayen (but difficult to say with certainty) - This is second entry",Price per piece,HdH 21070,"NA",86.4
2001810,bgb_16122,VOC,Amstelveen,"NA",das,1721,1721-02-19,y,Amsterdam,Dutch Republic,Amsterdam,Netherlands,"NA","NA",doc,1721,1721-09-04,y,Batavia,Batavia,Jakarta,"Java, Indonesia","NA","NA",90.00,ps,"NA","NA","NA","NA",hoed,-,"NA","NA","NA","NA","NA","NA","NA","NA","NA","372939,8,8","372939,8,8",Indian Guilders,531,8,8,Dutch Guilders,"NA","NA","NA","NA","NA","NA",DAS voyage 2443.2,"NA","NA",531.4333333333333
1000094,WIC_1.05.01.02_1304_214-217,WIC,Duijnbeek,Andries Walle,arch,1722,1722-03-03,n,Zeeland,"NA",Vlissingen,Netherlands,"NA","NA","NA",0,"NA","NA",Angola,"NA","NA","NA","NA","NA",400.00,ps,"NA",Compagnie Packhuys,"NA","NA",broulissen,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","37000,0,0","71000,0,0",guilders,755,0,0,guilders,"NA",0,37.75,0,guilders,"NA",Price per piece,"NA","NA",755
2001808,bgb_16122,VOC,Amstelveen,"NA",das,1721,1721-02-19,y,Amsterdam,Dutch Republic,Amsterdam,Netherlands,"NA","NA",doc,1721,1721-09-04,y,Batavia,Batavia,Jakarta,"Java, Indonesia","NA","NA",30.00,ps,"NA","NA","NA","NA",perpetuanen,-,"NA","NA","NA","NA","NA","NA","NA","NA","NA","372939,8,8","372939,8,8",Indian Guilders,950,1,8,Dutch Guilders,"NA","NA","NA","NA","NA","NA",DAS voyage 2443.2,"NA","NA",950.0833333333333
11136,WIC_1.05.01.02_1302_220-221,WIC,Vrijhijt,Stoffes Buttes,hdh/jp,1721,1721-2-19,y,"NA","NA",Texel,Netherlands,"NA","NA",est,1721,"NA",n,Elmina,"NA",Elmina,Ghana,"NA","NA",57.00,ps,14,"Simpson en Hinderson, Eelbo en Charon","NA","NA",perpetuanen,"""smalle yellow...met verven en persen""",yellow,"NA",narrow,"NA","NA","NA","NA","NA","NA","27454,6,0","54512,8,0",guilders,256.5,0,0,guilders,"NA",4,10,0,guilders,calculated by each individual color,"NA","NA","NA",256.5
11194,WIC_1.05.01.02_1302_239-241,WIC,Duijnvliet,Cent Rijckx,hdh/js,1721,"NA",n,"NA","NA",Vlissingen,Netherlands,"NA","NA",est,1721,"NA",n,Angola,"NA",Luanda,Angola,"NA","NA",80.00,ps,1360,Pieter Six,"NA","NA",lhymenias,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","30000,0,0","30000,0,0",guilders,646,0,0,guilders,"NA",0,9.5,0,guilders,"NA","NA","NA","NA",646
11177,WIC_1.05.01.02_1302_229-230,WIC,Sonnesteijn,Hubert van Duikeren,hdh,1721,1721-2-19,y,"NA","NA",Texel,Netherlands,"NA","NA",est,1721,"NA",n,Elmina,"NA",Elmina,Ghana,"NA","NA",124.00,ps,14,"Simpson en Hinderson, Eelbo en Charon","NA","NA",perpetuanen,"""groene""",green,"NA","NA","NA","NA","NA","NA","NA","NA","15839,0,0","15839,0,0",guilders,688.2,0,0,guilders,"NA",5,11,0,guilders,"NA","NA","NA","NA",688.2
11307,WIC_1.05.01.02_1301_134-136,WIC,Leusden,Jacob Thijl,hdh,1719,1719-12-26,y,"NA","NA",Texel,Netherlands,"NA","NA",est,1720,"NA","NA",Elmina,"NA",Elmina,Ghana,"NA","NA",347.00,ps,14,Jesse van Buneschoten,"NA","NA",perpetuanen,"""breede groene""",green,"NA",broad,"NA","NA","NA","NA","NA","NA","41209,3,0","72742,2,0",guilders,1943.2,0,0,guilders,"NA",5,12,0,guilders,"NA","NA","NA","NA",1943.2
11118,WIC_1.05.01.02_1302_218-220,WIC,Stad en Lande,Jan van der Venne,hdh,1720,1720-12-00,n,"NA","NA",Texel,Netherlands,"NA","NA",est,n/a,"NA",n,Guinea,"NA",Elmina,Ghana,"NA","NA",25.00,ps,"NA",Jacob Magnus,"NA","NA",saai,"""3 loots sayen donker blauw en gepersz""--not really sure about this one",dark blue,"NA","NA","NA","NA","NA","NA","NA","NA","14303,11,0","14303,11,0",guilders,538,6,0,guilders,"NA",21.75,0,0,guilders,not really sure about the modifiers here,"NA","NA","NA",538.3
11258,WIC_1.05.01.02_1302_369-371,WIC,Rusthof,Jan Fonsburgh,hdh,1721,"NA",n,"NA","NA",Vlissingen,Netherlands,"NA","NA",est,1721,"NA",n,Angola,"NA",Luanda,Angola,"NA","NA",1000.00,ps,"NA",Kamer Amsterdam,"NA","NA",corroots,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","48000,0,0","98000,0,0",guilders,1750,0,0,guilders,"NA",0,35,0,guilders,"NA","NA","NA","NA",1750
1000133,WIC_1.05.01.02_1304_260-261,WIC,Emmenes,Gerret d' Haan,HdH,1723,1723-01-08,n,Stad en Lande,"NA",Texel,Netherlands,"NA","NA",HdH,1724,"NA","NA",Ardra & Suriname,"NA",Ouidah,Benin,"NA","NA",700.00,ps,"NA",F. Backhuysen,"NA","NA",servietten,Gedructe servetten,"NA","NA",Printed,"NA","NA","NA","NA","NA","NA","35563,13,8","87039,30,18",guilders,1697,10,0,guilders,"NA","NA",48.5,0,guilders,"NA",Price per piece,"NA","NA",1697.5
11047,WIC_1.05.01.02_1303_251-253,WIC,Leusden,Pieter Raas,arch,1721,1721-12-21,y,"NA","NA",Texel,Netherlands,"NA","NA",est,1722,"NA",n,Elmina,"NA",Elmina,Ghana,"NA","NA",910.00,ps,14,Simpson,"NA","NA",perpetuanen,met verwen paarse (but looks like persse--see entry below),"NA","NA","NA",verven en persen,"NA","NA","NA",small,"NA","48648,6,0","78510, 15, 0",guilders,4095,0,0,guilders,"NA",4,10,0,guilders,"NA","lots of questions here: is it dyed purple? Does it even say purple? The follow items in the archive say the same thing, so--in the case of the next entry, it is blue perpetuanen with purple dye? Other question here: is small describing the size of the pattern or the size of the cloth?","NA","NA",4095
1000179,WIC_1.05.01.02_1304_326-328,WIC,Waartwijk,Stoffel Buttel,HdH,1723,1723-03-28,n,Amsterdam,"NA",Texel,Netherlands,"NA","NA",HdH,1725,1725-07-25,"NA",Angola,"NA",Luanda,Angola,"NA","NA",100.00,ps,"NA",VOC,"NA","NA",nickanees,Lange Nicaneesen,"NA","NA","NA","NA","NA","NA","NA",Long,"NA","21252,11,8","21252,11,8",guilders,512,10,0,guilders,"NA",5125,0,0,guilders,"NA",Price per piece,HdH 21250,"NA",512.5
1000225,WIC_1.05.01.02_1304_375-376,WIC,Leusden,Pieter Ras,HdH,1723,1723-08-20,n,Amsterdam,"NA",Texel,Netherlands,"NA","NA",sv,1723,1723-10-15,"NA",sv: Elmina/Whydah,Guinea,Elmina,Ghana,"NA","NA",966.00,ps,14,Simpson Eelbo Warins &â€¦,"NA","NA",perpetuanen,Smalle groene perpetuanen / met verwen & persen,green,"NA","NA",verven en persen,"NA","NA","NA",small,"NA","29665,5,0","73419,2,0",guilders,4347,0,0,guilders,"NA",4.5,0,0,guilders,"NA",Price per piece,HdH 73420,"NA",4347
11272,WIC_1.05.01.02_1302_373-375,WIC,Rusthof,Jan Fonsburgh,hdh,1721,"NA",n,"NA","NA",Vlissingen,Netherlands,"NA","NA",est,1721,"NA",n,Elmina,"NA",Elmina,Ghana,"NA","NA",500.00,ps,"NA",Kamer Amsterdam,"NA",14,perpetuanen,"""groote blauw perpetuanan""",blue,"NA","NA","NA","NA","NA","NA",big,"NA","50000,0,0","98000,0,0",guilders,2775,0,0,guilders,"NA",5,11,0,guilders,"NA","NA","NA","NA",2775
11129,WIC_1.05.01.02_1302_220-221,WIC,Vrijhijt,Stoffes Buttes,hdh/jp,1721,1721-2-19,y,"NA","NA",Texel,Netherlands,"NA","NA",est,1721,"NA",n,Elmina,"NA",Elmina,Ghana,"NA","NA",128.00,ps,"NA",Graterivre van d: Vinne,"NA","NA",caffa,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","27058,2,0","54512,8,0",guilders,950,0,0,guilders,"NA",7.5,0,0,guilders,"NA","NA","NA","NA",950
11157,WIC_1.05.01.02_1302_225-227,WIC,Sem Galey,Jan Andries,hdh,1721,1721-2-19,y,"NA","NA",Texel,Netherlands,"NA","NA",est,1721,"NA",n,Elmina,"NA",Elmina,Ghana,"NA","NA",8.00,ps,204,Eibergen en Zoon,"NA","NA",linen,"""linnen bonten""","NA","NA","NA","NA","NA","NA","NA",bonten,"NA","53374,2,0","53374,2,0",guilders,69,0,0,guilders,"NA",0,6.75,0,guilders,"price is per el, not per piece; really hard to know what ""bonten"" or ""bonties"" means. Seen it before modified by Haarlem, I think (or maybe Leiden?); here it is french linnen. I don't think it is fur (bont), but I guess could be some sort of a lining?","NA","NA","NA",69
1000243,WIC_1.05.01.02_1304_389-390,WIC,Amsterdam,Cornelis Bouman,arch,1723,1723-11-01,y,Noorderkwartier,"NA",Texel,Netherlands,"NA","NA",sv,1724,1724-02-12,"NA",Elmina,Guinea,Elmina,Ghana,"NA","NA",1.00,ps,57,Pieter Manjevice,"NA","NA",laken,vier stucken laacken / blaauw,blue,"NA","NA","NA","NA","NA","NA","NA","NA","16215,15,0","16215,15,0",guilders,199,10,0,guilders,"NA",3.5,0,0,guilders,Total price = 822 gl 10 st / 235 el in total,Price per el,"HdH & SV state 02 November 1723, but archival document says: den pmo Novber 1723 tijt toxde in zee geloopen // HdH 16220","NA",199.5
11050,WIC_1.05.01.02_1303_251-253,WIC,Leusden,Pieter Raas,arch,1721,1721-12-21,y,"NA","NA",Texel,Netherlands,"NA","NA",est,1722,"NA",n,Elmina,"NA",Elmina,Ghana,"NA","NA",100.00,ps,14,Simpson,"NA","NA",perpetuanen,breede Blauweâ€¦met verwen paarse,blue,"NA","NA",verven en persen,"NA","NA","NA",broad,"NA","48648,6,0","78510, 15, 0",guilders,480,0,0,guilders,"NA",4,16,0,guilders,"NA",as above,"NA","NA",480
1000125,WIC_1.05.01.02_1304_256-529,WIC,Emmenes,Gerret d' Haan,HdH,1723,1723-01-08,n,Stad en Lande,"NA",Texel,Netherlands,"NA","NA",HdH,1724,"NA","NA","NA",Guinea,"NA","NA","NA","NA",15.00,ps,4.75,Lucas Marinus,"NA","NA",laken,?,"NA","NA","NA","NA","NA","NA","NA","NA","NA","51476,17,0","87039,30,18",guilders,54.75,0,0,guilders,"NA","NA",70,0,guilders,Laakens lang 4 3/4@ a 73 stuivers / 53 a groen & / 55 3/4 @ a Blauw te saamen in een / Cusie (?) n. 15,"Carrie: I cannot figure out this math / I keep finding 451,6875 instead of 447 gulden 10 st / My subtotals are not in the archival document.","NA","NA",54.75
11137,WIC_1.05.01.02_1302_221-222,WIC,Vrijhijt,Stoffes Buttes,hdh/jp,1721,1721-2-19,y,"NA","NA",Texel,Netherlands,"NA","NA",est,1721,"NA",n,Elmina,"NA",Elmina,Ghana,"NA","NA",93.00,ps,14,"Simpson en Hinderson, Eelbo en Charon","NA","NA",perpetuanen,"""smalle root...met verven en persen""",red,"NA",narrow,"NA","NA","NA","NA","NA","NA","27454,6,0","54512,8,0",guilders,418.5,0,0,guilders,"NA",4,10,0,guilders,calculated by each individual color,"NA","NA","NA",418.5
11059,WIC_1.05.01.02_1303_255-256,WIC,Amsterdam,Laurens Poort,arch,1721,1721-12-21,y,"NA","NA",Texel,Netherlands,"NA","NA",est,1722,"NA",n,Elmina,"NA",Elmina,Ghana,"NA","NA",200.00,ps,14,Simpson,"NA","NA",perpetuanen,"""breede groene en blauwe perpetuanen met verwen en parssen""",green-blue,"NA",broad,verven en persen,"NA","NA","NA","NA","NA","43693,2,0","45600, 6, 0",guilders,960,0,0,guilders,"NA",4,16,0,guilders,"NA","NA","NA","NA",960
1000139,WIC_1.05.01.02_1304_260-261,WIC,Emmenes,Gerret d' Haan,HdH,1723,1723-01-08,n,Stad en Lande,"NA",Texel,Netherlands,"NA","NA",HdH,1724,"NA","NA",Ardra,"NA",Ouidah,Benin,"NA","NA",215.00,ps,"NA",Deselse (van Deselse?),"NA","NA",graatjes,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","35563,13,8","87039,30,18",guilders,1612,10,0,guilders,"NA",7.5,0,0,guilders,"NA",Price per piece,"NA","NA",1612.5
11000,WIC_1.05.01.02_1303_214-216,WIC,Beekestijn,Dirck de Wolff,arch,1721,1721-02-19,y,"NA","NA",Texel,Netherlands,"NA","NA",sv,1721,1721-4-29,y,Elmina,"NA",Elmina,Ghana,"NA","NA",1.00,ps,54,Jacques Perot,"NA","NA",laken,root lake,red,"NA","NA","NA","NA","NA","NA","NA","NA","34280,5,8","52720,0,0",guilders,280,13,0,guilders,"NA",5,5,0,guilders,"NA","The header of this doc says the ships are headed to Elmina, Angola, and Sint Eustatius, but it is not clear where the items on this doc are going (it is not the total). I am assuming they are headed to Elimina, but I haven't found the others yet. Total shipment value is according to Henk's appendix as I haven't yet found the other docs connected to this ship. Realizing that decimals (5.5) signifies 5 guilders and 5 stuivers; fractions, on the other hand, mean a portion of the same unit. So 3 1/2 is equal to 3.5 guilders. THere are still some subtractions that are heppening here, but I have used the totals from the right most column. Also, says ""consigned to the Noornde ship""--not sure what that's about. FInally, this is 5.5 guilders per el, not per piece. How to capture this information?","NA","NA",280.65
11107,WIC_1.05.01.02_1303_336-337,WIC,Vlissingen,Jacob van Stolk,hdh,1722,1722-11-30,n,"NA","NA",Texel,Netherlands,"NA","NA",est,1723,"NA",n,Arguin,"NA",Arguin,Mauritania,"NA","NA",44.00,ps,"NA",Joost Wilkens,"NA","NA",laken,root laaken,red,"NA","NA","NA","NA","NA","NA","NA","NA","14823,1,8","14823,1,8",guilders,132,0,0,guilders,"NA",3,0,0,guilders,"math does not work out here, so these don't quite match the total on the arch doc","NA","NA","NA",132
11311,WIC_1.05.01.02_1301_134-136,WIC,Leusden,Jacob Thijl,hdh,1719,1719-12-26,y,"NA","NA",Texel,Netherlands,"NA","NA",est,1720,"NA","NA",Elmina,"NA",Elmina,Ghana,"NA","NA",278.00,ps,14,Jesse van Buneschoten,"NA","NA",perpetuanen,"""smalle groen...met verven en persen""",green,"NA",narrow,"NA","NA","NA","NA","NA","NA","41209,3,0","72742,2,0",guilders,1278.8,0,0,guilders,"NA",4,12,0,guilders,"NA","NA","NA","NA",1278.8
1000102,WIC_1.05.01.02_1304_214-217,WIC,Duijnbeek,Andries Walle,arch,1722,1722-03-03,n,Zeeland,"NA",Vlissingen,Netherlands,"NA","NA","NA",Shipwrecked,"NA","NA",Angola,"NA",Luanda,Angola,"NA","NA",400.00,ps,"NA",Oostindische Compagnie,"NA","NA",corroots,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","37000,0,0","71000,0,0",guilders,647,10,0,guilders,"NA",0,32375,0,guilders,"NA",Price per piece,"NA","NA",647.5
1000201,WIC_1.05.01.02_1304_330-333,WIC,Vrijehijdt,Jannes Brouwer,arch,1723,1723-05-13,y,Noorderkwartier,"NA",Texel,Netherlands,"NA","NA",sv,1723,1723-08-20,"NA",Elmina and Angola,"NA",Elmina,Ghana,"NA","NA",1.00,ps,"NA",Pieere la Compagine,"NA","NA",rok,Japonse rock tot de (?) presents voor de koning in Angola,"NA","NA","NA","NA","NA","NA","NA","NA","NA","33414,12,8","33414,12,8",guilders,28,0,0,guilders,"NA",28,"NA","NA",guilders,Japonse rock tot de (?) presents voor de koning in Angola,"NA",HdH 33410,"NA",28
11063,WIC_1.05.01.02_1303_255-256,WIC,Amsterdam,Laurens Poort,arch,1721,1721-12-21,y,"NA","NA",Texel,Netherlands,"NA","NA",est,1722,"NA",n,Elmina,"NA",Elmina,Ghana,"NA","NA",4000.00,ps,"NA",Aeltje de Wit,"NA","NA",slaaplakens,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","43693,2,0","45600, 6, 0",guilders,2851,12,0,guilders,"NA",0,14.25,0,guilders,"NA","NA","NA","NA",2851.6
1000134,WIC_1.05.01.02_1304_260-261,WIC,Emmenes,Gerret d' Haan,HdH,1723,1723-01-08,n,Stad en Lande,"NA",Texel,Netherlands,"NA","NA",HdH,1724,"NA","NA",Ardra,"NA","NA","NA","NA","NA",35.00,ps,41.4,M. Hooft,"NA","NA",atlassen,Lang,"NA","NA","NA","NA","NA","NA","NA",Long,"NA","35563,13,8","87039,30,18",guilders,796,19,0,guilders,"NA",0,0,11,guilders,Lang 1449 el,Carrie: I cannot figure out this math,"NA","NA",796.95
